Easting,Northing,Elevation
412280,308620,0
412700,308620,0
413120,308620,0
413540,308620,0
413960,308620,0
414380,308620,0
414800,308620,0
415220,308620,9.7
415640,308620,22.7
416060,308620,35.3
416480,308620,47.0
416900,308620,57.2
417320,308620,65.3
417740,308620,71.0
418160,308620,74.0
418580,308620,74.2
419000,308620,71.5
419420,308620,66.2
419840,308620,58.5
420260,308620,48.8
420680,308620,37.6
421100,308620,25.5
421520,308620,13.1
421940,308620,1.0
422360,308620,0
422780,308620,0
423200,308620,0
423620,308620,0
424040,308620,0
424460,308620,0
424880,308620,0
425300,308620,0
425720,308620,0
426140,308620,0
426560,308620,8.1
426980,308620,21.8
398000,309040,7.6
398420,309040,0
398840,309040,0
399260,309040,0
399680,309040,0
400100,309040,0
400520,309040,0
400940,309040,0
401360,309040,0
401780,309040,0
402200,309040,0
402620,309040,0
403040,309040,12.5
403460,309040,25.5
403880,309040,38.6
404300,309040,50.9
404720,309040,61.9
405140,309040,71.0
405560,309040,77.8
405980,309040,82.0
406400,309040,83.4
406820,309040,81.8
407240,309040,77.4
407660,309040,70.3
408080,309040,60.9
408500,309040,49.6
408920,309040,37.1
409340,309040,23.8
409760,309040,10.4
410180,309040,0
410600,309040,0
411020,309040,0
411440,309040,0
411860,309040,0
412280,309040,0
412700,309040,0
413120,309040,0
413540,309040,0
413960,309040,0
414380,309040,0
414800,309040,2.8
415220,309040,15.8
415640,309040,29.0
416060,309040,41.8
416480,309040,53.5
416900,309040,63.6
417320,309040,71.7
417740,309040,77.2
418160,309040,80.0
418580,309040,79.9
419000,309040,76.9
419420,309040,71.2
419840,309040,63.0
420260,309040,52.8
420680,309040,41.0
421100,309040,28.3
421520,309040,15.2
421940,309040,2.4
422360,309040,0
422780,309040,0
423200,309040,0
423620,309040,0
424040,309040,0
424460,309040,0
424880,309040,0
425300,309040,0
425720,309040,0
426140,309040,0
426560,309040,0.5
426980,309040,13.4
398000,309460,0
398420,309460,0
398840,309460,0
399260,309460,0
399680,309460,0
400100,309460,0
400520,309460,0
400940,309460,0
401360,309460,0
401780,309460,0
402200,309460,0
402620,309460,0
403040,309460,0.2
403460,309460,13.8
403880,309460,27.3
404300,309460,40.2
404720,309460,51.8
405140,309460,61.6
405560,309460,69.1
405980,309460,74.1
406400,309460,76.2
406820,309460,75.4
407240,309460,71.8
407660,309460,65.6
408080,309460,57.0
408500,309460,46.6
408920,309460,34.9
409340,309460,22.4
409760,309460,9.9
410180,309460,0
410600,309460,0
411020,309460,0
411440,309460,0
411860,309460,0
412280,309460,0
412700,309460,0
413120,309460,0
413540,309460,0
413960,309460,0
414380,309460,0
414800,309460,9.5
415220,309460,22.7
415640,309460,36.1
416060,309460,49.0
416480,309460,60.8
416900,309460,70.9
417320,309460,78.8
417740,309460,84.2
418160,309460,86.8
418580,309460,86.4
419000,309460,83.1
419420,309460,76.9
419840,309460,68.3
420260,309460,57.5
420680,309460,45.2
421100,309460,31.8
421520,309460,18.1
421940,309460,4.6
422360,309460,0
422780,309460,0
423200,309460,0
423620,309460,0
424040,309460,0
424460,309460,0
424880,309460,0
425300,309460,0
425720,309460,0
426140,309460,0
426560,309460,0
426980,309460,5.8
398000,309880,0
398420,309880,0
398840,309880,0
399260,309880,0
399680,309880,0
400100,309880,0
400520,309880,0
400940,309880,0
401360,309880,0
401780,309880,0
402200,309880,0
402620,309880,0
403040,309880,0
403460,309880,2.9
403880,309880,16.9
404300,309880,30.4
404720,309880,42.6
405140,309880,53.1
405560,309880,61.3
405980,309880,67.0
406400,309880,69.9
406820,309880,69.9
407240,309880,67.1
407660,309880,61.7
408080,309880,54.0
408500,309880,44.4
408920,309880,33.5
409340,309880,21.9
409760,309880,10.2
410180,309880,0
410600,309880,0
411020,309880,0
411440,309880,0
411860,309880,0
412280,309880,0
412700,309880,0
413120,309880,0
413540,309880,0
413960,309880,0
414380,309880,4.2
414800,309880,17.0
415220,309880,30.4
415640,309880,44.0
416060,309880,57.0
416480,309880,68.8
416900,309880,78.9
417320,309880,86.8
417740,309880,92.0
418160,309880,94.4
418580,309880,93.7
419000,309880,90.0
419420,309880,83.5
419840,309880,74.4
420260,309880,63.1
420680,309880,50.2
421100,309880,36.2
421520,309880,21.7
421940,309880,7.5
422360,309880,0
422780,309880,0
423200,309880,0
423620,309880,0
424040,309880,0
424460,309880,0
424880,309880,0
425300,309880,0
425720,309880,0
426140,309880,0
426560,309880,0
426980,309880,0
398000,310300,0
398420,310300,0
398840,310300,0
399260,310300,0
399680,310300,0
400100,310300,0
400520,310300,0
400940,310300,0
401360,310300,0
401780,310300,0
402200,310300,0
402620,310300,0
403040,310300,0
403460,310300,0
403880,310300,7.6
404300,310300,21.6
404720,310300,34.5
405140,310300,45.6
405560,310300,54.5
405980,310300,60.9
406400,310300,64.6
406820,310300,65.4
407240,310300,63.4
407660,310300,58.8
408080,310300,51.9
408500,310300,43.1
408920,310300,33.1
409340,310300,22.3
409760,310300,11.4
410180,310300,1.0
410600,310300,0
411020,310300,0
411440,310300,0
411860,310300,0
412280,310300,0
412700,310300,0
413120,310300,0
413540,310300,0
413960,310300,0.4
414380,310300,12.2
414800,310300,25.2
415220,310300,38.9
415640,310300,52.6
416060,310300,65.8
416480,310300,77.7
416900,310300,87.7
417320,310300,95.5
417740,310300,100.6
418160,310300,102.7
418580,310300,101.8
419000,310300,97.8
419420,310300,90.8
419840,310300,81.2
420260,310300,69.5
420680,310300,56.0
421100,310300,41.4
421520,310300,26.3
421940,310300,11.4
422360,310300,0
422780,310300,0
423200,310300,0
423620,310300,0
424040,310300,0
424460,310300,0
424880,310300,0
425300,310300,0
425720,310300,0
426140,310300,0
426560,310300,0
426980,310300,0
398000,310720,0
398420,310720,0
398840,310720,0
399260,310720,0
399680,310720,0
400100,310720,0
400520,310720,0
400940,310720,0
401360,310720,0
401780,310720,0
402200,310720,0
402620,310720,0
403040,310720,0
403460,310720,0
403880,310720,0
404300,310720,14.0
404720,310720,27.5
405140,310720,39.2
405560,310720,48.8
405980,310720,56.0
406400,310720,60.3
406820,310720,61.9
407240,310720,60.7
407660,310720,56.9
408080,310720,50.8
408500,310720,42.9
408920,310720,33.6
409340,310720,23.6
409760,310720,13.5
410180,310720,3.9
410600,310720,0
411020,310720,0
411440,310720,0
411860,310720,0
412280,310720,0
412700,310720,0
413120,310720,0
413540,310720,0
413960,310720,8.8
414380,310720,20.9
414800,310720,34.2
415220,310720,48.2
415640,310720,62.1
416060,310720,75.3
416480,310720,87.3
416900,310720,97.3
417320,310720,105.0
417740,310720,110.0
418160,310720,111.9
418580,310720,110.7
419000,310720,106.3
419420,310720,98.9
419840,310720,88.9
420260,310720,76.6
420680,310720,62.6
421100,310720,47.4
421520,310720,31.7
421940,310720,16.1
422360,310720,1.3
422780,310720,0
423200,310720,0
423620,310720,0
424040,310720,0
424460,310720,0
424880,310720,0
425300,310720,0
425720,310720,0
426140,310720,0
426560,310720,0
426980,310720,0
398000,311140,0
398420,311140,0
398840,311140,0
399260,311140,0
399680,311140,0
400100,311140,0
400520,311140,0
400940,311140,0
401360,311140,0
401780,311140,0
402200,311140,0
402620,311140,0
403040,311140,0
403460,311140,0
403880,311140,0
404300,311140,7.6
404720,311140,21.6
405140,311140,34.0
405560,311140,44.3
405980,311140,52.1
406400,311140,57.2
406820,311140,59.5
407240,311140,59.0
407660,311140,56.0
408080,311140,50.7
408500,311140,43.6
408920,311140,35.1
409340,311140,25.9
409760,311140,16.6
410180,311140,7.7
410600,311140,0
411020,311140,0
411440,311140,0
411860,311140,0
412280,311140,0
412700,311140,0
413120,311140,0
413540,311140,7.1
413960,311140,17.9
414380,311140,30.3
414800,311140,44.0
415220,311140,58.2
415640,311140,72.2
416060,311140,85.6
416480,311140,97.6
416900,311140,107.6
417320,311140,115.2
417740,311140,120.0
418160,311140,121.7
418580,311140,120.2
419000,311140,115.6
419420,311140,107.8
419840,311140,97.4
420260,311140,84.6
420680,311140,70.0
421100,311140,54.2
421520,311140,37.9
421940,311140,21.6
422360,311140,6.2
422780,311140,0
423200,311140,0
423620,311140,0
424040,311140,0
424460,311140,0
424880,311140,0
425300,311140,0
425720,311140,0
426140,311140,0
426560,311140,0
426980,311140,0
398000,311560,0
398420,311560,0
398840,311560,0
399260,311560,0
399680,311560,0
400100,311560,0
400520,311560,0
400940,311560,0
401360,311560,0
401780,311560,0
402200,311560,0
402620,311560,0
403040,311560,0
403460,311560,0
403880,311560,0
404300,311560,2.5
404720,311560,17.0
405140,311560,30.0
405560,311560,40.9
405980,311560,49.4
406400,311560,55.2
406820,311560,58.2
407240,311560,58.5
407660,311560,56.2
408080,311560,51.6
408500,311560,45.3
408920,311560,37.6
409340,311560,29.1
409760,311560,20.5
410180,311560,12.3
410600,311560,5.2
411020,311560,0
411440,311560,0
411860,311560,0
412280,311560,0
412700,311560,0.6
413120,311560,7.3
413540,311560,16.4
413960,311560,27.6
414380,311560,40.4
414800,311560,54.3
415220,311560,68.7
415640,311560,83.0
416060,311560,96.5
416480,311560,108.5
416900,311560,118.5
417320,311560,126.0
417740,311560,130.7
418160,311560,132.2
418580,311560,130.5
419000,311560,125.5
419420,311560,117.4
419840,311560,106.5
420260,311560,93.2
420680,311560,78.1
421100,311560,61.8
421520,311560,44.9
421940,311560,28.0
422360,311560,11.8
422780,311560,0
423200,311560,0
423620,311560,0
424040,311560,0
424460,311560,0
424880,311560,0
425300,311560,0
425720,311560,0
426140,311560,0
426560,311560,0
426980,311560,0
398000,311980,0
398420,311980,0
398840,311980,0
399260,311980,0
399680,311980,0
400100,311980,0
400520,311980,0
400940,311980,0
401360,311980,0
401780,311980,0
402200,311980,0
402620,311980,0
403040,311980,0
403460,311980,0
403880,311980,0
404300,311980,0
404720,311980,13.7
405140,311980,27.2
405560,311980,38.7
405980,311980,47.8
406400,311980,54.2
406820,311980,57.9
407240,311980,58.9
407660,311980,57.3
408080,311980,53.5
408500,311980,47.9
408920,311980,40.9
409340,311980,33.1
409760,311980,25.2
410180,311980,17.8
410600,311980,11.4
411020,311980,6.5
411440,311980,3.6
411860,311980,3.1
412280,311980,5.1
412700,311980,9.7
413120,311980,16.8
413540,311980,26.4
413960,311980,37.9
414380,311980,51.1
414800,311980,65.2
415220,311980,79.8
415640,311980,94.3
416060,311980,107.8
416480,311980,119.9
416900,311980,129.9
417320,311980,137.4
417740,311980,141.9
418160,311980,143.2
418580,311980,141.2
419000,311980,135.9
419420,311980,127.5
419840,311980,116.2
420260,311980,102.5
420680,311980,86.9
421100,311980,70.0
421520,311980,52.5
421940,311980,35.0
422360,311980,18.2
422780,311980,2.8
423200,311980,0
423620,311980,0
424040,311980,0
424460,311980,0
424880,311980,0
425300,311980,0
425720,311980,0
426140,311980,0
426560,311980,0
426980,311980,0
398000,312400,0
398420,312400,0
398840,312400,0
399260,312400,0
399680,312400,0
400100,312400,0
400520,312400,0
400940,312400,0
401360,312400,0
401780,312400,0
402200,312400,0
402620,312400,0
403040,312400,0
403460,312400,0
403880,312400,0
404300,312400,0
404720,312400,11.5
405140,312400,25.5
405560,312400,37.6
405980,312400,47.3
406400,312400,54.4
406820,312400,58.7
407240,312400,60.3
407660,312400,59.4
408080,312400,56.3
408500,312400,51.3
408920,312400,45.0
409340,312400,37.9
409760,312400,30.7
410180,312400,23.9
410600,312400,18.1
411020,312400,13.8
411440,312400,11.5
411860,312400,11.5
412280,312400,14.1
412700,312400,19.2
413120,312400,26.8
413540,312400,36.7
413960,312400,48.6
414380,312400,62.0
414800,312400,76.5
415220,312400,91.3
415640,312400,105.9
416060,312400,119.5
416480,312400,131.6
416900,312400,141.6
417320,312400,149.0
417740,312400,153.4
418160,312400,154.5
418580,312400,152.3
419000,312400,146.7
419420,312400,138.0
419840,312400,126.3
420260,312400,112.2
420680,312400,96.1
421100,312400,78.8
421520,312400,60.7
421940,312400,42.7
422360,312400,25.3
422780,312400,9.2
423200,312400,0
423620,312400,0
424040,312400,0
424460,312400,0
424880,312400,0
425300,312400,0
425720,312400,0
426140,312400,0
426560,312400,0
426980,312400,0
398000,312820,0
398420,312820,0
398840,312820,0
399260,312820,0
399680,312820,0
400100,312820,0
400520,312820,0
400940,312820,0
401360,312820,0
401780,312820,0
402200,312820,0
402620,312820,0
403040,312820,0
403460,312820,0
403880,312820,0
404300,312820,0
404720,312820,10.4
405140,312820,24.9
405560,312820,37.5
405980,312820,47.8
406400,312820,55.4
406820,312820,60.4
407240,312820,62.6
407660,312820,62.3
408080,312820,59.8
408500,312820,55.5
408920,312820,49.8
409340,312820,43.4
409760,312820,36.8
410180,312820,30.6
410600,312820,25.4
411020,312820,21.7
411440,312820,19.9
411860,312820,20.4
412280,312820,23.4
412700,312820,29.0
